,year,agency,tool_name,tool_desc_brief,tool_desc_detail,data,vendor,date_use,data_training,data_input,data_output,vendor_name,vendor_desc,identifying_info,updated,updated_desc,use_matching,use_speech_language_processing,use_computer_vision,use_optimization,use_other,use_predictive_modeling,use_crime_classification,pop_geographic_space,pop_FDNY_employees,pop_property,pop_individuals,pop_civilian_fatalities,pop_group_org_business,pop_other_species
24,2022,MO,Scorecard Blockface Sampling Algorithm - MO - Operations,The Scorecard program sends inspectors across New York City to rate street and sidewalk cleanliness. The sampling algorithm creates a monthly list of blocks for inspectors to visit and rate.,"The primary goal of the algorithm is to produce a sample of blockfaces that is statistically sound and geographically representative. This list is used to rate  street and sidewalk cleanliness citywide, as well as by borough and DSNY district.","The blockface sample is selected from the Pavement Edge File, which is part of the NYC Planimetric Database managed by the Office of Technology and Innovation. Sampling is weighted towards blockfaces in high-density areas and includes extra sampling of blockfaces in Business Improvement Districts (BIDs). It also takes into account the linear miles of street within a DSNY District.",The sampling algorithm was developed by the former Mayor's Office of the Chief Technology Officer in partnership with the Mayor's Office of Operations.,2022-03,,,,,,Not Reported,Not Reported,,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported
25,2022,MO,Methodology for Poll Site Language Assistance - MO - CEC,"Since no dataset is currently available that reliably captures the number of limited English proficient (LEP) registered voters for all program languages, the CEC uses the percentage of LEP citizens of voting age (CVALEP) as a substitute or proxy measure of need.  CEC ranks  the Program Eligible Languages in order of magnitude of CVALEP and distributes poll sites to each language based on its ranking (excluding CVALEP persons that speak languages served by NYCBOE in certain New York City counties). The number of poll sites that will receive services in any given language will depend on each language’s share of the total CVALEP in the population eligible to be served. For example, according to U.S. Census data, approximately 207,926 New Yorkers are CVALEP and speak a language that is served by this Program. This proportionality approach allows CEC to balance goals of including diverse language communities as well as fair access to the total number of eligible voters within each language community. The Program provides interpreters in Program Eligible Languages at poll sites based on U.S. Census data showing concentrations of CVALEP individuals who speak these languages and reside around each poll site. For each language, poll sites are chosen in descending order of concentration of CVALEP, until the language’s share is met.  This process is repeated for each language, thereby including the poll sites with the highest concentration of CVALEP for each Program Eligible Language until that language’s share is met, and the total number of poll sites for which resources are allocated is reached.  It may be possible, based on analysis of data, to reassign poll sites to languages with greater need; however, each language will receive a minimum of at least one poll site. Models used included the thiessen polygon method to create a voronoi diagram to determine CVALEP estimates.","This is a methodology for determining how the New York City Civic Engagement Commission (CEC) will provide interpretation services at poll sites for limited English proficient voters.  The methodology explains how the NYCCEC will identify the languages and locations in which interpretation services will be offered during the November 2020 election and beyond.  These services supplement the interpretation assistance provided by NYC Board of Elections  in several languages. Under the Charter, the NYCEC can only provide interpretation services in a language if: (1) it is a designated citywide language; or (2) it is spoken by a greater number of LEP New Yorkers than the lowest ranked designated citywide language and at least one poll site has a significant concentration of speakers of such language with LEP.  This methodology ensures service for all languages that are eligible under the Charter.","Input data:  For citywide estimates, this methodology uses current data from the American Community Survey (ACS) 2016-2020 5-year estimates. This methodology also uses the American Community Survey Census Tract 2016-2020 5-year Public Use Microdata Samples for poll site level analysis; this is the most current and accurate data available on resident New Yorkers at the neighborhood level. In addition, the methodology uses data from the Board of Elections on the location of election districts and poll sites.",,2020-11,,,,,,Not Reported,Not Reported,,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported
26,2022,MO,SmartVAN / TargetSmart - MO - PEU,"The Mayor's Public Engagement Unit (PEU) uses SmartVAN to manage outreach across a range of projects. SmartVAN provides functionality to create lists of potential clients to contact, collect personal information and survey responses from clients, and conduct outreach via phone banks and canvassing. SmartVAN also contains a frequently updated commercial dataset, provided by TargetSmart, of New York City residents and their demographic, contact, and other information. PEU uses this preloaded data to create outreach lists when data on existing clients or from partner agencies is unavailable or insufficient to meet the scope of the outreach project.","In 2022, PEU has the TargetSmart data within SmartVAN on a number of projects. PEU frequently uses the data to create lists of residents who live within certain zip codes that PEU wants to target for outreach. For example, PEU created lists in SmartVAN used to conduct text and phone outreach to help New Yorkers access the Affordable Connectivity Program (ACP) in specific zip codes. In cases like these, TargetSmart's determination of who lives in which zip codes affects whether New Yorkers receive PEU outreach. Additionally, the algorithm that TargetSmart uses to match phone numbers to individuals and determine if they are mobile phones or not determines the type of outreach that New Yorkers receive.","The algorithmically-derived data that PEU accesses via SmartVAN is the output of proprietary algorithmic processes developed and operated by TargetSmart. These algorithmic processes include matching multiple input datasets to determine residency, contact information, and demographics on New York City residents. SmartVAN also includes a number of algorithmically-determined likelihood scores, including scores for the likelihood that a household contains children under 18, etc.",EveryAction and TargetSmart jointly provide the SmartVAN product. EveryAction is the software provider. TargetSmart is the data provider. TargetSmart is the entity who applies algorithmic techniques. EveryAction provides access to this data through their platform.,2019-11,,,,,,Not Reported,Not Reported,,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported
27,2022,NYPD,Facial Recognition Technology,Tool which may help investigators identify unknown subjects in law enforcement investigations.,"Facial recognition is a digital technology that NYPD uses to compare images obtained during investigations  with lawfully possessed arrest photos. The tool analyzes an uploaded image, known as a probe image, and searches and compares against the image repository.  The purpose of the tool is to enhance law enforcement's ability to investigate criminal activity as well as identify deceased persons and missing persons. When used in combination with human analysis and additional investigation, facial recognition technology is a valuable tool in solving crimes and increasing public safety.","•If NYPD investigators obtain a still image depicting a face of an unknown individual during an investigation, the image can be submitted for facial recognition analysis in accordance with NYPD facial recognition policy. Known as a probe image, NYPD facial recognition software compares the image to a controlled and limited group of lawfully obtained photos called the photo repository. The facial recognition software will generate a pool of possible match candidates for review by trained Facial Identification Section investigators.
•  Training data is proprietary to the vendor.",Software developed and maintained by Dataworks,2011-10,,,,,,Not Reported,Not Reported,,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported
28,2022,NYPD,ShotSpotter,Provides acoustic gunshot detection to assist with emergency call response,Provides acoustic gunshot detection to assist with emergency call response. The tool supports patrol operations in alerting units to potential gunfire and enhances investigations involving firearms.,"•Specialized software analyzes audio signals for potential gunshots, determines the location of the sound source, and once classified as potential gunfire sends the incident to acoustic experts for additional analysis.  Notifications are sent for confirmed gunfire.  ShotSpotter activations may result in evidence collection that can enhance case investigations.  Problematic locations identified through alerts may require additional resource deployment and/or investigations.    
•  Training data is proprietary to the vendor.",Software developed and maintained by ShotSpotter,2015-03,,,,,,Not Reported,Not Reported,,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported
29,2022,NYPD,Patternizr,Aids crime analysis in detection of potential crime patterns.,"Patternizr compares features of crimes and finds ones that are similar, and may be part of a crime pattern.  Analysts will look at the candidate crimes and suggest the formation of crime patterns to a pattern identification module.  If a pattern is formed, detectives often consolidate the investigative efforts (e.g.one detective investigates all the crimes in the pattern.) The report filters non-normal trends into a spreadsheet and displays year-over-year counts of crimes that have non-normal trends.","• Separate models were trained for each of three different crime types (burglaries, robberies, and grand larcenies). These crime types have a sufficient corpus of prior manually identified patterns for use as training examples. This corpus consists of approximately 10,000 patterns between 2006 and 2015 from each crime type. A portion of this corpus includes complaint records where the same individual was arrested for multiple crimes of the same type within a span of two days.
•The input data is a candidate crime and its features. A complaint describes details of the crime, including the date and time (which can be a range if the precise time of occurrence is unknown), location, crime subcategory, modus operandi, and suspect information. This information is used to calculate the five types of crime-to-crime similarities used as features by Patternizr: location, date-time, categorical, suspect, and unstructured text.",The tool was developed by data scientists and analysts at NYPD. Contractors and NYPD personnel integrated it into the Domain Awareness System. Personnel in Crime Control Strategies work with the Information Technology Bureau to maintain the tool.,2016-10,,,,,,Not Reported,Not Reported,,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported
30,2022,OCME,STRMix,"STRmix™ combines sophisticated biological modelling and standard mathematical processes to interpret a wide range of complex DNA profiles.  Using well-established statistical methods, the software builds millions of conceptual DNA profiles.  It grades them against the evidential sample, finding the combinations that best explain the profile.  A range of Likelihood Ratio options are provided for subsequent comparisons to reference profiles. Using a Markov Chain Monte Carlo engine, STRmix™ models any types of allelic and stutter peak heights as well as drop-in and drop-out behavior.  It does this rapidly, accessing evidential information previously out of reach with traditional methods.  STRmix™ is supported by comprehensive empirical studies with its mathematics readily accessible to DNA analysts, so results are easily explained in court.",STRMix is a probabilistic genotyping tool that is used to analyze mixtures of DNA profiles to help associate the crime scene evidence to potential victims or suspects of crimes.,"Training data:  Training data was not used in the sense of AI software. The OCME performed thousands of tests using the software to validate it for optimum use with our current laboratory standard operating procedures and genetic analyzers.

Input data:  Forensic DNA profiles from crime scenes as well as the DNA profiles from victims and suspects of crimes.",The software has been developed by New Zealand Crown Institute of Environmental Science and Research (ESR) with Forensic Science South Australia.  The developer assisted the NYC OCME analyze and interpret our data during the validation of the software.,2017-01,,,,,,Not Reported,Not Reported,,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported
31,2023,ACS,Accelerated Safety Analysis Protocol (ASAP) Tool,"Predictions of Severe Harm (identifying likelihood of substantiated allegations of physical or sex abuse within the next 24 months) are based on a machine learning methodology and are calculated for all children involved in active investigations early in the investigation (day 10). An investigation is assigned a numeric likelihood of this outcome based on the child in the case with the highest likelihood. The ACS Quality Assurance unit in the Division of Child Protection reviews about 3,000 active investigations annually, selecting those with the highest likelihood of severe harm.","The Quality Assurance Unit in the Division of Child Protection at ACS has the capacity to review about 3,000 investigation cases out of about 50,000 investigations annually. ACS developed this predictive model to support the selection of cases for Quality Assurance review. Open investigations involving children with the greatest likelihood to experience future severe harm – substantiated allegations of physical or sex abuse in the following 24 months – are selected for review. The tool does not support decisions about services or interventions for individuals or families involved with ACS, beyond the selection of the case for this additional Quality Assurance review. 

If the Quality Assurance review team identifies gaps in routine, required documentation or practice, the team speaks with the field office conducting the investigation and follows up to make certain these gaps have been addressed. Scores are not shared with staff in the Quality Assurance unit or the investigative unit. The model only supports the decision about which investigations are prioritized for review by the Quality Assurance (QA) unit.",,,2018-05,"ACS trained the model on ACS historic administrative data about closed investigations from April 2014 to April 2016. The training set included about 142,026 observations. The model was tested on closed investigations from April 2016 to April 2017 with 53,477 observations.",Predictions are based on administrative data about prior and current child welfare involvement including investigations triggered by a New York State Central Register (SCR) call and time spent in foster care. Only ACS administrative data are used in the model.,"Rank ordered list of open investigation cases involving children with the highest likelihood to experience future severe harm, defined as substantiated allegations of physical or sex abuse in the following 24 months to be reviewed by a special QA Review Team.",,,TRUE,No,,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no
32,2023,ACS,Service Termination Conference (STC),Predictions of Repeat Maltreatment (identifying the likelihood of being involved in a future indicated investigation within the following 24 months towards the end of service) are based on a machine learning methodology and are calculated for all children receiving prevention services from ACS prevention service providers. The prediction is made with the assumption that the case is closed the day the model is run. A prevention case is assigned a numeric likelihood of an indicated investigation based on a New York State Central Register (SCR) within 24 months from the end of a prevention service.,"The Repeat Maltreatment model was known as the Service Termination Conference (STC) model and was used by Preventive Services managers to identify whether or not a case should have ACS or provider-agency facilitation at the service termination conference. The model was initially used to prioritize ACS facilitation of prevention termination conferences so that ACS could be certain that services had been provided in these cases. When a family is ready to exit ACS prevention services, an end-of-services conference is required (known as a “Service Termination Conference”). However, Service Termination Conferences are generally no longer facilitated by ACS and this prioritization is no longer necessary. 

In November 2022, a pilot was initiated with the STC list to recommend low-risk families to prevention service providers in case they were interested in discontinuing service. This pilot was stopped in January 2023.",,,2017-07,"ACS trained the model on ACS historic administrative data about closed investigations from July 2009 to December 2015. Training set included about 130,982 observations. The model was tested on closed investigations from January 2016 to December 2018 with 48,771 observations.",Predictions are based on administrative data about prior and current child welfare involvement at the end of a prevention service case. It includes SCR investigations and time spent in foster care. Only ACS administrative data are used in the model.,"As of September 2021, ACS is no longer required to facilitate prevention termination conferences (all conferences are facilitated by the contract prevention programs) and the STC model is no longer being used for this purpose.",,,TRUE,No,,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no
33,2023,ACS,Prevention Score Card,Predictions of Repeat Maltreatment (identifying the likelihood of being involved in a future indicated investigation within the next 24 months at the start of service) are based on a machine learning methodology and are calculated for all children receiving prevention services from ACS prevention service providers.,"The Repeat Maltreatment model is used to make predictions on day 10 from the start of the prevention case to assess the risk of the family at the beginning of the service. A prevention case is assigned a numeric likelihood of an indicated investigation based on a New York State Central Register (SCR) within 24 months from the start of a prevention service. 

The prevention providers are assessed for their performance based on the service needs/risk levels of the families they’ve served during the previous fiscal year. 

The programs were sorted and ranked based on their average risk, and then divided into four quartiles by rank order: the top 25 percent of programs are classified as the Very High-Risk Cohort, the next 25 percent of programs as the High-Risk Cohort, the next 25 percent as the Medium-Risk Cohort, and the lowest 25 percent as the Low-Risk Cohort. Assignment to a cohort is not a way of performance assessment of the program but to group prevention service providers for fair comparisons based on the risk level of families they served.",,,2021-09,"ACS trained the model on ACS historic administrative data about closed investigations from July 2009 to June 2016. Training set included about 158,787 observations. The model was tested on closed investigations from July 2016 to June 2018 with 46,969 observations.",Predictions are based on administrative data about prior and current child welfare involvement at the start of a case. This includes SCR investigations and time spent in foster care. Only ACS administrative data are used in the model.,"The model is used for generating a scorecard of prevention service providers by categorizing prevention programs based on the average risk profile of the cases they served during the assessment year. These groupings of program cohorts provide context for understanding the Scorecard, as it allows for performance comparison of programs that accepted and served families with similar risk profiles.",,,TRUE,Yes,"In August 2023, ACS retrained the model on recent ACS historic administrative data about closed investigations with an 80/20 split in data from July 2009 to June 2018. The training set included 80 percent (about 338, 467) observations. The model was tested on 20 percent of closed investigations from July 2009 to June 2018 with 84,494 observations.",no,no,no,no,no,yes,no,no,no,no,yes,no,no,no
34,2023,ACS,Un-Involvement Model,"Predictions of “Un-Involvement” (identifying the likelihood of no future involvement with ACS within 24 months beyond the current investigation) are based on a machine learning methodology and are calculated for all children in an ongoing investigation. This future engagement for families may be in the form of ACS prevention services, court-ordered supervision, or foster care services. There are two models run on day 10 and day 40 to ensure that a case that was recommended for early closure on day 10 is still eligible and recommended on day 40, right before actually closing the case.","The model helps Child Protection managers identify low-risk cases that are likely not to require further ACS involvement beyond the “current” investigation and therefore could be considered for early closure, sooner than the typical 60 days. 

The model generates initial risk predictions on the 10th day of a new investigation to identify low-risk cases. Subsequently, on the 40th day of the investigation, the model re-evaluates these cases with a new set of risk predictions to determine if they continue to be classified as low-risk. If new information collected during the intervening 30 days suggests that a case is no longer eligible or is no longer considered low-risk, the recommendation to close the case will be revised.",,,2023-05,"ACS trained the model on ACS historic administrative data about closed investigations from 2012 to 2017. An 80/20 split of data to train on 80 percent and test on 20 percent ensuring that no family appears in both sets. The training set contains 381,649 children from 183,516 investigations ending between Jan 2012 and December 2017. The test set consisted of 101,369 children from 48,794 investigations ending between Jan 2012 and December 2017.",Predictions are based on administrative data about prior and current child welfare involvement at the start of a case. This includes SCR investigations and time spent in foster care. Only ACS administrative data are used in the model.,"A recommendation and description are displayed on both day 10 and day 40 of all open cases via a reporting platform, viewable to only deputy directors. Upon discussion with the deputy directors on day 40, the case worker makes a determination to close the case or not. The case workers are not aware that the recommendation is generated by a machine learning model, to not bias the decision-making process. Alternatively, the deputy directors use the list to inform their workload planning conversations with managers and staff, when caseloads are high.",,,TRUE,No,,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no
35,2023,ACS,Housing Prioritization,The city has allocated 100 housing vouchers to families receiving ACS Prevention Services. The shelter application model identifies the likelihood of a family in prevention services applying for homeless shelter within 12 months beyond the current prevention case. The model uses a machine learning methodology and is calculated for all children in a prevention case. ACS Prevention Services reaches out to the Service Providers assisting the families with the highest risk for applying for shelter.,"The model estimates a risk score for a child receiving prevention services whose family will apply and be eligible for a homeless shelter within 12 months from the start of service (day 14 of the prevention case). 

The model helps predict the risk of application for homeless shelters among families receiving prevention services. With a limited number of vouchers available, the risk model helps ACS prioritize housing assistance for those families at greatest risk of becoming homeless. 

The Service Provider meets with the family to conduct a qualitative assessment of the family’s housing needs and vouchers are offered based on their findings.",,,2023-04,"ACS trained the model on ACS historic administrative data regarding preventive services started between 2014 and 2020. An 80/20 split of data to train on 80 percent and test on 20 percent ensuring that no family appears in both sets. The training set contains 140,242 observations between Jan 2014 and December 2020. The test set consisted of 34,508 observations between Jan 2014 and December 2020.",Predictions are based on administrative data about prior and current child welfare involvement at the start of a case. This includes SCR investigations and time spent in foster care. Only ACS administrative data are used in the model.,Rank ordered list of open prevention cases involving children whose families have the highest likelihood of applying for a homeless shelter within 12 months of starting a prevention service.,,,TRUE,No,,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no
36,2023,DCWP,Route Automation,"Inspection Supervisor selects an inspector, enters a date and the number of businesses to be inspected, and the geographic area to be considered. The system identifies businesses in the selected area and assigns them to the route based on inspection priority until the number of businesses entered has been reached. Then the tool runs a Simulated Annealing Algorithm to optimize the order businesses appear on the route based on proximity and method of travel.","DCWP inspectors conduct inspections based on a route, or list of businesses to be inspected on a specific day, which must be pre-approved by their supervisor. The Route Automation tool generates a route for an inspector on a specific date based on configuration variables and geographic area. All routes generated by the tool still require supervisor review and approval.",,,2020-07,"The tool is not trained in an AI or Machine Learning sense. The tool makes decisions based on configuration tables, businesses and their licenses (if any), and inspection and violation history, and uses a Simulated Annealing Algorithm to optimize the order in which businesses appear on a route.","Inspection date, business category and address, licenses held (if any), last inspection date and type, violation history (if any), date of inspection request or license application/renewal (if applicable), Inspection Unit (of the inspector), and geographic area.",An ordered list of businesses to be inspected on a given day by a given inspector.,PruTech,"The tool was designed and built by PruTech, an outside vendor contracted to design and build DCWP’s Automated Inspection Management System (AIMS) and its accompanying Mobile Enforcement platform. The tool is part of the AIMS system.",FALSE,No,,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no
37,2023,DEP,Idling Complaints Program,A contractor helped create an AI tool that analyzes the audio and visual aspects of pictures and videos submitted by citizens of alleged car idling complaint occurrences that are in violation of New York City air pollution laws.,The analysis from the tool makes a recommendation to staff reviewers whether the submitted evidence support an occurrence of car idling in violation of New York City laws. The tool also provides a level of confidence in its recommendation. The tool does not make the review decision in the Idling Complaints system. It is still entirely up to the staff to decide whether to take the tool’s recommendation or not.,,,2022-08,"Videos and pictures of cars idling submitted by citizens, along with staff decisions on whether the picture/video constituted as an idling violation.",Videos and pictures submitted by citizens through our web portal.,"Recommendation, confidence level, description of its decision from the tool.",Acuvate,Acuvate developed the AI tool that performs the automated analysis of the submitted evidence.,FALSE,Yes,"Retraining model with newer data, modified the description text generated to be more useful for reviewer staff.",no,no,yes,no,no,no,no,no,no,no,yes,no,no,no
38,2023,DOE,MySchools,"The tool utilizes the Gale-Shapley deferred acceptance algorithm to match applicants to schools. This algorithm has been in existence for many years, used internationally for various purposes. Perhaps most common is its use in the National Resident Matching Program for medical school students. 

Deferred acceptance works as an iterative series of steps: students and programs are tentatively matched in each step, but nothing is finalized until the algorithm terminates (hence the deferred).
1. Each student “proposes” to their first choice
       • Programs assign seats to students one at a time
       • When all seats are filled, programs may reject previously accepted students in favor of new applications from students they prefer (e.g., students with a better lottery number)
       •  Remaining students are rejected 
2. Students rejected in the last step “propose” to the next choice on their list
3. The algorithm terminates when all students are matched or have proposed to all the programs they listed","MySchools is an application used to house online school directories, collect application choices, and run the admissions matching algorithm that is used for all centralized admissions processes (3K, pre-K, Gifted & Talented, middle school, and high school). The tool encompasses a family-facing portal, a school-facing portal, and an administrative portal.",,,2018-08,The algorithm was already widely recognized for its advantages prior to adoption in New York City. The DOE consulted with a team of researchers at MIT who had been closely involved in its initial creation when we adopted it.,"Student biographical information (e.g., home address, poverty status, home language), student academic information (e.g., course grades, state test scores), and student school records (e.g., sending school).",The algorithm outputs a school match for each student.,Blenderbox,"We have a five year contract with the agency Blenderbox who designed the application and implemented the algorithmic matching functionality. The work is meant to transition to be run in-house, by the Division of Instructional and Information Technology (DIIT) within the Department of Education, by the end of the contract. The team at DIIT has already begun to takeover maintenance and development of the tool.",FALSE,No,,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no
39,2023,DOE,NYCDOE APPR Measures of Student Learning (MOSL) Growth Model,"The growth model uses a variety of student-level (assessment scores, English Language Learner, Disability, and Economic Disadvantage indicators), classroom-level (e.g. percent Students With Disabilities), and school-level data (e.g. percent English Language Learners, percent Students With Disability, average prior achievement, school type) to estimate/predict a student's score on one of many possible course-culminating assessments. These predicted scores are used to either 1) identify ""peer groups"" of students, from which student growth percentiles (SGPs) are determined, or 2) compared to actual scores to determine student credit values. These units (SGPs or credit values) are then weight-averaged to generate an educator-level result - the MOSL Rating. The MOSL Rating is combined with the MOTP Rating to produce an Overall Rating. Per state law 3012-d, annual ratings “shall be a significant factor in HR decisions.” This is often implemented by making ratings a qualifying/disqualifying element in decision-making concerning employment, tenure, salary, and other professional opportunities.","In accordance with New York state law and New York State Education Department (NYSED) regulations, the Department developed and maintains a ""growth model"" to produce Measures of Student Learning (MOSL) ratings for use in annual professional performance reviews (APPR) for teachers and principals. The MOSL ratings are combined with Measures of Teaching/Leadership Practice (MOTP/MOLP) ratings to produce an annual Overall Rating for each eligible educator.",,,2013-09,"The growth model process is employed in both retrospective and prospective ways. In the retrospective version, the results are determined entirely within-sample. In the prospective version, the coefficients of the model are estimated on multiple prior years of data.","The growth model makes use of three types of data: (1) students’ end-of-year assessment scores, (2) enrollment and attendance records that link students to teachers and schools, and (3) historical academic and demographic information used to identify groups of similar students.",The model outputs an estimate of a student's score on a course-culminating assessment.,Education Analytics,Education Analytics provides technical assistance and quality assurance for the growth model.,FALSE,No,,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no
40,2023,DOE,NYCDOE APPR Measures of Teaching/Leadership Practice (MOTP/MOLP) Calculation,"Throughout a school year, evaluators observe teachers/principals multiple times and use a rubric to provide a numerical rating on one or more rubric components. These rubric component scores are then weight-averaged according to collectively bargained rules to produce an MOTP/MOLP Rating. The MOTP/MOLP Rating is combined with the MOSL Rating to produce an Overall Rating for each eligible educator. Per state law 3012-d, annual ratings “shall be a significant factor in HR decisions.” This is often implemented by making ratings a qualifying/disqualifying element in decision-making concerning employment, tenure, salary, and other professional opportunities.","In accordance with New York state law and New York State Education Department (NYSED) regulations, the Department developed and maintains databases and calculation rules to produce Measures of Teaching/Leadership Practice (MOTP/MOLP) ratings for use in annual professional performance reviews (APPR) for teachers and principals. The MOTP/MOLP ratings are combined with Measures ofStudent Learning (MOSL) ratings to produce an annual Overall Rating for each eligible educator.",,,2013-10,"Pilot data prior to program launch was used to inform the weights assigned to various rubric components. However, the weights are ultimately determined via collective bargaining.",Rubric component numerical ratings.,The model outputs a score for teachers and principals.,,,FALSE,No,,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no
41,2023,DOE,Eureka! Chatbot,"The Azure Cognitive Services technology and chatbot (internally branded as ""Eureka!"" has been configured and deployed in August 2023 to be the first response to calls to the NYCPS IT Service Desk.  It accesses scripts to handle four common reasons for a user to call or contact the service desk - Password Reset, Create a Ticket, Ticket Status, Request for Information.  The chatbot accesses pre-defined scripts to respond to user voice or text input.  The user's request is either serviced, completed and closed by the chatbot, or the user is given the option (at any time) to connect to a live agent.","The tool is used to respond to common IT service desk requests - Password Reset, Create a Ticket, Ticket Status, Request for Information.  Users can access the tool by phone, by computer through the DOE Support Hub application, and from links from MS Teams and other DOE systems, such as TeachHub.",,,2023-08,Pre-defined scripts designed to respond to four common requests to the IT Service Desk.,A voice call or text-based chat session initiated by a user and responded to by the Eureka! chatbot before being handled by a human Service Desk agent.,"The chatbot generates responses to user-entered prompts based on the training data, or forwards the inquiry to a human Service Desk agent. Since its launch in August 2022, the chatbot handles an average of 1,500 calls and 300 web-based inquiries each day. Approximately 30 percent of the voice calls and 10 percent of the web-based queries have been handled completely by Eureka! without being forwarded to a human Service Desk agent.",Nagarro and Microsoft,Developed by an IT services vendor (Nagarro) using Microsoft Cognitive services.,TRUE,No,,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no
42,2023,DOE,Open Gen AI and Teaching Assistant Tool,"The generative AI system using large language models was a system custom-built by DIIT using advanced Microsoft technologies to create a set of generative AI tools. To date, two tools have been built. One is named “Open Gen AI” - it accesses a large language model (currently GPT 3.5) to provide responses to a broad range of prompts. The other is named “Teaching Assistant for Algebra” - it accesses specific Algebra-focused content to provide responses to prompts related to Algebra.","The tool is used to generate responses to prompts entered by a student or teacher, requesting the generative AI tool to compose a text response to a text input.",,,2023-05,"For the Open Gen AI tool, the ChatGPT large language model is used as the ""trained data"".  For the Teaching Assistant for Algebra tool, the LLM has been trained exclusively on curriculum from Illustrative Math.",Prompts provided by the users of the system.,The output data for the Open Gen AI tool is the response generated by the ChatGPT LLM.  The output data for the Teaching Assistant is the response generated by specifically developed LLM using the Illustrative Math curriculum.,Microsoft,Microsoft provided technical guidance for their emerging generative AI technology and built some small module of code for the specific NYCPS Gen AI and Teaching Assistant use cases.,TRUE,No,,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no
43,2023,DOHMH,Improving Foodborne Disease Outbreak Detection by Incorporating Complaints Identified in Social Media Data,Restaurant associated foodborne disease outbreaks are often identified through complaints received via New York City's 311 non-emergency information system; however not all individuals report to 311. The New York City Department of Health and Mental Hygiene (NYC DOHMH) in collaboration with Columbia University developed a text classifier program which monitors Yelp and Twitter data to identify complaints of foodborne illness which was supported by grants from the Alfred P Sloan Foundation and the National Science Foundation. As of April 2023; the tool no longer uses data from Twitter/X due to API changes.,The model uses data from Yelp restaurant reviews and previously used Twitter data that was available on Twitter’s publicly available API. Twitter (X) removed free access to their publicly available API in April 2023; so these data are no longer included in our analyses. The classifiers assign a “sick score” to each Yelp review or tweet indicating the likelihood that the review or tweet pertains to foodborne illness. The sick score is based on whether the review/tweet contains key words indicative of foodborne illness (“e.g. vomit”); the Yelp classifier also incorporates if the review indicates that multiple people became sick and if the review indicates a time between eating at a restaurant and illness onset (incubation period) that is consistent with foodborne illness. Each review and tweet with a sick score greater than or equal to a threshold value are reviewed and annotated by DOHMH foodborne disease epidemiology and environmental health staff to determine if the review/tweet was actually reporting foodborne illness possibly associated with a New York City restaurant; if yes; Yelp messages are sent to Yelp reviewers; requesting that they contact DOHMH; and a Twitter message with a survey link was tweeted back to Twitter users to confirm foodborne illness. Data from annotations are used to improve classifier performance. Foodborne disease complaints identified through Yelp and previously Twitter are combined with foodborne disease complaints reported to 311 to improve efficiency of outbreak detection.,,,2016-11,Training data was used in the development of both the Yelp and Twitter classifiers. The training data consisted of restaurant reviews and tweets obtained; respectively; from Yelp and Twitter by Columbia University; a subset of these data were joined with annotations provided by DOHMH staff. The annotations of restaurant reviews focused on the following: 1) if the review indicated foodborne illness; 2) if the incident occurred in the past 30 days; 3) if multiple people were sick and 4) if the incubation period was consistent with foodborne illness. For tweets; the annotations focused on if the tweet was indicating foodborne illness and if the incident occurred in New York City. The training data is periodically updated (with annotations from DOHMH) to improve the classifiers.,Yelp reviews of New York City restaurants are pulled from a privately available application programming interface (API) provided by Yelp. Publicly available data from Twitter’s API was used through April 2023.,The output data includes a “sick score” that the classifiers assign to each Yelp review or tweet (when that data were being used) indicating the likelihood that the review or tweet pertains to foodborne illness.,Columbia University,DOHMH staff; including Bureau of Communicable Disease; Office of Environmental Investigations; and Division of Informatics and Information Technology & Telecommunications and Columbia University are involved in making decisions about the tool. Columbia University Department of Computer Science professors and doctoral students maintain the classifier. The project was previously funded by the Alfred P Sloan Grant; for which The Fund for Public Health in New York provided administrative support and grant management to DOHMH. This support and management ended at the completion of the grant in 2021.,FALSE,Yes,As of April 2023; the tool no longer uses data from Twitter/X due to API changes.,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no
